task,dataset_type,method_base,method_id,k,n_rankings,n_datasets,effective_k,returned_count,missing_count,dataset_size_cap_count,informative_count,redundant_count,signal_or_redundant_count,explicit_noise_count,background_null_count,pure_noise_count,correlated_noise_count,returned_share,missing_share,dataset_size_cap_share,informative_share,redundant_share,signal_or_redundant_share,explicit_noise_share,background_null_share,pure_noise_share,correlated_noise_share
regression,standard_easy,ptest_pc,ptest_pc__307d6fc3284c28e2,50,25,1,50.0,50.0,0.0,0.0,9.6,0.0,9.6,0.0,40.4,40.4,0.0,1.0,0.0,0.0,0.192,0.0,0.192,0.0,0.8079999999999999,0.8079999999999999,0.0
regression,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,50,25,1,50.0,50.0,0.0,0.0,9.6,0.0,9.6,0.0,40.4,40.4,0.0,1.0,0.0,0.0,0.192,0.0,0.192,0.0,0.8079999999999999,0.8079999999999999,0.0
regression,standard_easy,cif,cif__f996d20e25e412cc,50,25,1,50.0,50.0,0.0,0.0,9.48,0.0,9.48,0.0,40.52,40.52,0.0,1.0,0.0,0.0,0.18960000000000002,0.0,0.18960000000000002,0.0,0.8104,0.8104,0.0
regression,standard_easy,cpi,cpi__6e89acc5e72da5a8,50,25,1,50.0,50.0,0.0,0.0,9.44,0.0,9.44,0.0,40.56,40.56,0.0,1.0,0.0,0.0,0.1888,0.0,0.1888,0.0,0.8112,0.8112,0.0
regression,standard_easy,pi,pi__6e89acc5e72da5a8,50,25,1,50.0,50.0,0.0,0.0,9.44,0.0,9.44,0.0,40.56,40.56,0.0,1.0,0.0,0.0,0.1888,0.0,0.1888,0.0,0.8112,0.8112,0.0
regression,standard_easy,r_cforest,r_cforest__37be32340835a93b,50,25,1,50.0,50.0,0.0,0.0,9.28,0.0,9.28,0.0,40.72,40.72,0.0,1.0,0.0,0.0,0.1856,0.0,0.1856,0.0,0.8144,0.8144,0.0
regression,standard_easy,cit,cit__2cd925b5323e9208,50,25,1,50.0,50.0,0.0,0.0,7.64,0.0,7.64,0.0,42.36,42.36,0.0,1.0,0.0,0.0,0.15280000000000002,0.0,0.15280000000000002,0.0,0.8472,0.8472,0.0
regression,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,50,25,1,50.0,50.0,0.0,0.0,3.8,0.0,3.8,0.0,46.2,46.2,0.0,1.0,0.0,0.0,0.07600000000000001,0.0,0.07600000000000001,0.0,0.924,0.924,0.0
regression,standard_easy,boruta,boruta__7f986516a1727870,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,cat,cat__024a0842d4337711,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,cif,cif__f996d20e25e412cc,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,cit,cit__2cd925b5323e9208,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,cpi,cpi__6e89acc5e72da5a8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,et,et__f09eb85fc7f75870,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,lgbm,lgbm__71ba9ba402678146,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,pi,pi__6e89acc5e72da5a8,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,ptest_dc,ptest_dc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,ptest_pc,ptest_pc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,ptest_rdc,ptest_rdc__307d6fc3284c28e2,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,r_cforest,r_cforest__37be32340835a93b,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,r_ctree,r_ctree__b6e09ceb0eb26367,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,rf,rf__aed17443e3db937d,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,rfe,rfe__99914b932bd37a50,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_easy,xgb,xgb__1c62fadfc5e2988f,100,25,1,100.0,100.0,0.0,0.0,10.0,0.0,10.0,0.0,90.0,90.0,0.0,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9,0.9,0.0
regression,standard_hard,cat,cat__024a0842d4337711,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,cif,cif__f996d20e25e412cc,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,cit,cit__2cd925b5323e9208,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,cpi,cpi__6e89acc5e72da5a8,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,et,et__f09eb85fc7f75870,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,pi,pi__6e89acc5e72da5a8,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,rf,rf__aed17443e3db937d,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,rfe,rfe__99914b932bd37a50,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,xgb,xgb__1c62fadfc5e2988f,1,25,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,boruta,boruta__7f986516a1727870,1,25,1,1.0,1.0,0.0,0.0,0.88,0.0,0.88,0.0,0.12,0.12,0.0,1.0,0.0,0.0,0.88,0.0,0.88,0.0,0.12,0.12,0.0
regression,standard_hard,r_cforest,r_cforest__37be32340835a93b,1,25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
regression,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,1,25,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
regression,standard_hard,cat,cat__024a0842d4337711,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,cif,cif__f996d20e25e412cc,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,cit,cit__2cd925b5323e9208,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,et,et__f09eb85fc7f75870,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,pi,pi__6e89acc5e72da5a8,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,rf,rf__aed17443e3db937d,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,xgb,xgb__1c62fadfc5e2988f,2,25,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,cpi,cpi__6e89acc5e72da5a8,2,25,1,2.0,2.0,0.0,0.0,1.96,0.0,1.96,0.0,0.04,0.04,0.0,1.0,0.0,0.0,0.98,0.0,0.98,0.0,0.02,0.02,0.0
regression,standard_hard,boruta,boruta__7f986516a1727870,2,25,1,2.0,2.0,0.0,0.0,1.68,0.0,1.68,0.0,0.32,0.32,0.0,1.0,0.0,0.0,0.84,0.0,0.84,0.0,0.16,0.16,0.0
regression,standard_hard,rfe,rfe__99914b932bd37a50,2,25,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
regression,standard_hard,r_cforest,r_cforest__37be32340835a93b,2,25,1,2.0,2.0,0.0,0.0,0.04,0.0,0.04,0.0,1.96,1.96,0.0,1.0,0.0,0.0,0.02,0.0,0.02,0.0,0.98,0.98,0.0
regression,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,2,25,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,5,25,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,4.88,0.0,4.88,0.0,0.12,0.12,0.0,1.0,0.0,0.0,0.976,0.0,0.976,0.0,0.024000000000000004,0.024000000000000004,0.0
regression,standard_hard,et,et__f09eb85fc7f75870,5,25,1,5.0,5.0,0.0,0.0,4.8,0.0,4.8,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.96,0.0,0.96,0.0,0.04,0.04,0.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,4.56,0.0,4.56,0.0,0.44,0.44,0.0,1.0,0.0,0.0,0.912,0.0,0.912,0.0,0.08800000000000001,0.08800000000000001,0.0
regression,standard_hard,rf,rf__aed17443e3db937d,5,25,1,5.0,5.0,0.0,0.0,4.48,0.0,4.48,0.0,0.52,0.52,0.0,1.0,0.0,0.0,0.8960000000000001,0.0,0.8960000000000001,0.0,0.10400000000000001,0.10400000000000001,0.0
regression,standard_hard,cat,cat__024a0842d4337711,5,25,1,5.0,5.0,0.0,0.0,4.44,0.0,4.44,0.0,0.56,0.56,0.0,1.0,0.0,0.0,0.888,0.0,0.888,0.0,0.11200000000000002,0.11200000000000002,0.0
regression,standard_hard,pi,pi__6e89acc5e72da5a8,5,25,1,5.0,5.0,0.0,0.0,4.12,0.0,4.12,0.0,0.88,0.88,0.0,1.0,0.0,0.0,0.8240000000000001,0.0,0.8240000000000001,0.0,0.17600000000000002,0.17600000000000002,0.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,5,25,1,5.0,5.0,0.0,0.0,4.08,0.0,4.08,0.0,0.92,0.92,0.0,1.0,0.0,0.0,0.8160000000000001,0.0,0.8160000000000001,0.0,0.18400000000000002,0.18400000000000002,0.0
regression,standard_hard,cif,cif__f996d20e25e412cc,5,25,1,5.0,5.0,0.0,0.0,3.88,0.0,3.88,0.0,1.12,1.12,0.0,1.0,0.0,0.0,0.7759999999999999,0.0,0.7759999999999999,0.0,0.22400000000000003,0.22400000000000003,0.0
regression,standard_hard,xgb,xgb__1c62fadfc5e2988f,5,25,1,5.0,5.0,0.0,0.0,3.84,0.0,3.84,0.0,1.16,1.16,0.0,1.0,0.0,0.0,0.768,0.0,0.768,0.0,0.23200000000000004,0.23200000000000004,0.0
regression,standard_hard,boruta,boruta__7f986516a1727870,5,25,1,5.0,5.0,0.0,0.0,3.76,0.0,3.76,0.0,1.24,1.24,0.0,1.0,0.0,0.0,0.752,0.0,0.752,0.0,0.248,0.248,0.0
regression,standard_hard,cpi,cpi__6e89acc5e72da5a8,5,25,1,5.0,5.0,0.0,0.0,3.16,0.0,3.16,0.0,1.84,1.84,0.0,1.0,0.0,0.0,0.632,0.0,0.632,0.0,0.36800000000000005,0.36800000000000005,0.0
regression,standard_hard,cit,cit__2cd925b5323e9208,5,25,1,5.0,5.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.4,0.4,0.0
regression,standard_hard,rfe,rfe__99914b932bd37a50,5,25,1,5.0,5.0,0.0,0.0,1.28,0.0,1.28,0.0,3.72,3.72,0.0,1.0,0.0,0.0,0.256,0.0,0.256,0.0,0.7440000000000001,0.7440000000000001,0.0
regression,standard_hard,r_cforest,r_cforest__37be32340835a93b,5,25,1,5.0,5.0,0.0,0.0,0.08,0.0,0.08,0.0,4.92,4.92,0.0,1.0,0.0,0.0,0.016,0.0,0.016,0.0,0.9840000000000001,0.9840000000000001,0.0
regression,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,5,25,1,5.0,5.0,0.0,0.0,0.04,0.0,0.04,0.0,4.96,4.96,0.0,1.0,0.0,0.0,0.008,0.0,0.008,0.0,0.992,0.992,0.0
regression,standard_hard,et,et__f09eb85fc7f75870,10,25,1,10.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,10,25,1,10.0,10.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,10,25,1,10.0,10.0,0.0,0.0,4.96,0.0,4.96,0.0,5.04,5.04,0.0,1.0,0.0,0.0,0.496,0.0,0.496,0.0,0.504,0.504,0.0
regression,standard_hard,boruta,boruta__7f986516a1727870,10,25,1,10.0,10.0,0.0,0.0,4.92,0.0,4.92,0.0,5.08,5.08,0.0,1.0,0.0,0.0,0.49200000000000005,0.0,0.49200000000000005,0.0,0.508,0.508,0.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,10,25,1,10.0,10.0,0.0,0.0,4.92,0.0,4.92,0.0,5.08,5.08,0.0,1.0,0.0,0.0,0.49200000000000005,0.0,0.49200000000000005,0.0,0.508,0.508,0.0
regression,standard_hard,rf,rf__aed17443e3db937d,10,25,1,10.0,10.0,0.0,0.0,4.92,0.0,4.92,0.0,5.08,5.08,0.0,1.0,0.0,0.0,0.49200000000000005,0.0,0.49200000000000005,0.0,0.508,0.508,0.0
regression,standard_hard,cat,cat__024a0842d4337711,10,25,1,10.0,10.0,0.0,0.0,4.72,0.0,4.72,0.0,5.28,5.28,0.0,1.0,0.0,0.0,0.47200000000000003,0.0,0.47200000000000003,0.0,0.528,0.528,0.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,10,25,1,10.0,10.0,0.0,0.0,4.68,0.0,4.68,0.0,5.32,5.32,0.0,1.0,0.0,0.0,0.46799999999999997,0.0,0.46799999999999997,0.0,0.532,0.532,0.0
regression,standard_hard,cif,cif__f996d20e25e412cc,10,25,1,10.0,10.0,0.0,0.0,4.6,0.0,4.6,0.0,5.4,5.4,0.0,1.0,0.0,0.0,0.46,0.0,0.46,0.0,0.54,0.54,0.0
regression,standard_hard,pi,pi__6e89acc5e72da5a8,10,25,1,10.0,10.0,0.0,0.0,4.52,0.0,4.52,0.0,5.48,5.48,0.0,1.0,0.0,0.0,0.452,0.0,0.452,0.0,0.5479999999999999,0.5479999999999999,0.0
regression,standard_hard,xgb,xgb__1c62fadfc5e2988f,10,25,1,10.0,10.0,0.0,0.0,4.36,0.0,4.36,0.0,5.64,5.64,0.0,1.0,0.0,0.0,0.436,0.0,0.436,0.0,0.564,0.564,0.0
regression,standard_hard,cpi,cpi__6e89acc5e72da5a8,10,25,1,10.0,10.0,0.0,0.0,3.68,0.0,3.68,0.0,6.32,6.32,0.0,1.0,0.0,0.0,0.36800000000000005,0.0,0.36800000000000005,0.0,0.632,0.632,0.0
regression,standard_hard,cit,cit__2cd925b5323e9208,10,25,1,10.0,10.0,0.0,0.0,3.0,0.0,3.0,0.0,7.0,7.0,0.0,1.0,0.0,0.0,0.3,0.0,0.3,0.0,0.7,0.7,0.0
regression,standard_hard,rfe,rfe__99914b932bd37a50,10,25,1,10.0,10.0,0.0,0.0,1.96,0.0,1.96,0.0,8.04,8.04,0.0,1.0,0.0,0.0,0.196,0.0,0.196,0.0,0.804,0.804,0.0
regression,standard_hard,r_cforest,r_cforest__37be32340835a93b,10,25,1,10.0,10.0,0.0,0.0,0.08,0.0,0.08,0.0,9.92,9.92,0.0,1.0,0.0,0.0,0.008,0.0,0.008,0.0,0.992,0.992,0.0
regression,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,10,25,1,10.0,10.0,0.0,0.0,0.04,0.0,0.04,0.0,9.96,9.96,0.0,1.0,0.0,0.0,0.004,0.0,0.004,0.0,0.996,0.996,0.0
regression,standard_hard,boruta,boruta__7f986516a1727870,20,25,1,20.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.75,0.0
regression,standard_hard,et,et__f09eb85fc7f75870,20,25,1,20.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.75,0.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,20,25,1,20.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.75,0.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.75,0.0
regression,standard_hard,rf,rf__aed17443e3db937d,20,25,1,20.0,20.0,0.0,0.0,5.0,0.0,5.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.75,0.75,0.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,4.96,0.0,4.96,0.0,15.04,15.04,0.0,1.0,0.0,0.0,0.248,0.0,0.248,0.0,0.752,0.752,0.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,20,25,1,20.0,20.0,0.0,0.0,4.96,0.0,4.96,0.0,15.04,15.04,0.0,1.0,0.0,0.0,0.248,0.0,0.248,0.0,0.752,0.752,0.0
regression,standard_hard,cat,cat__024a0842d4337711,20,25,1,20.0,20.0,0.0,0.0,4.88,0.0,4.88,0.0,15.12,15.12,0.0,1.0,0.0,0.0,0.244,0.0,0.244,0.0,0.7559999999999999,0.7559999999999999,0.0
regression,standard_hard,pi,pi__6e89acc5e72da5a8,20,25,1,20.0,20.0,0.0,0.0,4.8,0.0,4.8,0.0,15.2,15.2,0.0,1.0,0.0,0.0,0.24,0.0,0.24,0.0,0.76,0.76,0.0
regression,standard_hard,cif,cif__f996d20e25e412cc,20,25,1,20.0,20.0,0.0,0.0,4.72,0.0,4.72,0.0,15.28,15.28,0.0,1.0,0.0,0.0,0.23600000000000002,0.0,0.23600000000000002,0.0,0.764,0.764,0.0
regression,standard_hard,xgb,xgb__1c62fadfc5e2988f,20,25,1,20.0,20.0,0.0,0.0,4.64,0.0,4.64,0.0,15.36,15.36,0.0,1.0,0.0,0.0,0.23199999999999998,0.0,0.23199999999999998,0.0,0.768,0.768,0.0
regression,standard_hard,cpi,cpi__6e89acc5e72da5a8,20,25,1,20.0,20.0,0.0,0.0,3.8,0.0,3.8,0.0,16.2,16.2,0.0,1.0,0.0,0.0,0.19,0.0,0.19,0.0,0.81,0.81,0.0
regression,standard_hard,cit,cit__2cd925b5323e9208,20,25,1,20.0,20.0,0.0,0.0,3.0,0.0,3.0,0.0,17.0,17.0,0.0,1.0,0.0,0.0,0.15,0.0,0.15,0.0,0.85,0.85,0.0
regression,standard_hard,rfe,rfe__99914b932bd37a50,20,25,1,20.0,20.0,0.0,0.0,2.92,0.0,2.92,0.0,17.08,17.08,0.0,1.0,0.0,0.0,0.146,0.0,0.146,0.0,0.8540000000000001,0.8540000000000001,0.0
regression,standard_hard,r_ctree,r_ctree__b6e09ceb0eb26367,20,25,1,20.0,20.0,0.0,0.0,0.6,0.0,0.6,0.0,19.4,19.4,0.0,1.0,0.0,0.0,0.03,0.0,0.03,0.0,0.97,0.97,0.0
regression,standard_hard,r_cforest,r_cforest__37be32340835a93b,20,25,1,20.0,20.0,0.0,0.0,0.2,0.0,0.2,0.0,19.8,19.8,0.0,1.0,0.0,0.0,0.01,0.0,0.01,0.0,0.99,0.99,0.0
regression,standard_hard,boruta,boruta__7f986516a1727870,25,25,1,25.0,25.0,0.0,0.0,5.0,0.0,5.0,0.0,20.0,20.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
regression,standard_hard,et,et__f09eb85fc7f75870,25,25,1,25.0,25.0,0.0,0.0,5.0,0.0,5.0,0.0,20.0,20.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
regression,standard_hard,lgbm,lgbm__71ba9ba402678146,25,25,1,25.0,25.0,0.0,0.0,5.0,0.0,5.0,0.0,20.0,20.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
regression,standard_hard,ptest_pc,ptest_pc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,5.0,0.0,5.0,0.0,20.0,20.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
regression,standard_hard,rf,rf__aed17443e3db937d,25,25,1,25.0,25.0,0.0,0.0,5.0,0.0,5.0,0.0,20.0,20.0,0.0,1.0,0.0,0.0,0.2,0.0,0.2,0.0,0.8,0.8,0.0
regression,standard_hard,cat,cat__024a0842d4337711,25,25,1,25.0,25.0,0.0,0.0,4.96,0.0,4.96,0.0,20.04,20.04,0.0,1.0,0.0,0.0,0.1984,0.0,0.1984,0.0,0.8016000000000001,0.8016000000000001,0.0
regression,standard_hard,ptest_dc,ptest_dc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,4.96,0.0,4.96,0.0,20.04,20.04,0.0,1.0,0.0,0.0,0.1984,0.0,0.1984,0.0,0.8016000000000001,0.8016000000000001,0.0
regression,standard_hard,ptest_rdc,ptest_rdc__307d6fc3284c28e2,25,25,1,25.0,25.0,0.0,0.0,4.96,0.0,4.96,0.0,20.04,20.04,0.0,1.0,0.0,0.0,0.1984,0.0,0.1984,0.0,0.8016000000000001,0.8016000000000001,0.0
